event_id,timestamp,intersection_id,traffic_volume,avg_speed,commute_time_min,accident_count,weather_id,congestion_index,delay_minutes
1,2025-01-01 00:00:00,1,248,44.399866311304834,21.663898234723288,0,1,49.6,13.663898234723288
2,2025-01-01 00:00:00,2,130,30.351199264000677,18.25044568707964,0,2,65.0,10.25044568707964
3,2025-01-01 00:00:00,3,183,28.317666514727552,16.35400655639983,0,3,45.75,8.354006556399831
4,2025-01-01 00:00:00,4,195,51.00531293444458,23.789978831283783,1,3,97.5,15.789978831283783
5,2025-01-01 00:00:00,5,97,33.06163075223341,16.40887948810799,0,1,48.5,8.408879488107988
6,2025-01-01 00:00:00,6,239,33.013213230530575,12.77354579378964,0,2,39.833333333333336,4.773545793789641
7,2025-01-01 00:00:00,7,102,43.47004662655393,24.30510614528276,0,2,25.5,16.30510614528276
8,2025-01-01 00:00:00,8,286,25.636968998990504,21.043939615080795,0,2,47.666666666666664,13.043939615080795
9,2025-01-01 00:00:00,9,120,36.936059228254784,12.897630363511395,0,3,24.0,4.897630363511395
10,2025-01-01 00:00:00,10,112,52.618457138193364,19.137146876952343,0,2,56.0,11.137146876952343
11,2025-01-01 00:00:00,11,82,44.23839899124046,23.52601757026698,0,3,20.5,15.52601757026698
12,2025-01-01 00:00:00,12,77,54.52413703502374,17.46596253655116,0,2,19.25,9.46596253655116
13,2025-01-01 00:00:00,13,97,34.832730087930656,18.376825053272146,0,2,48.5,10.376825053272146
14,2025-01-01 00:00:00,14,221,45.502298854208526,22.74425485152653,0,2,36.833333333333336,14.74425485152653
15,2025-01-01 00:00:00,15,150,58.86848381556415,21.97827648532168,0,3,25.0,13.978276485321679
16,2025-01-01 00:00:00,16,296,50.83868719818244,14.875911927287815,0,2,98.66666666666667,6.875911927287815
17,2025-01-01 00:00:00,17,64,24.435632832473253,13.786730037315403,0,3,21.333333333333332,5.786730037315403
18,2025-01-01 00:00:00,18,145,45.45641645055122,11.287119621526534,0,1,29.0,3.287119621526534
19,2025-01-01 00:00:00,19,271,25.57325817623503,17.088347585556345,0,2,90.33333333333333,9.088347585556345
20,2025-01-01 00:00:00,20,78,29.1519266196649,6.539598196575859,0,2,26.0,0.0
21,2025-01-01 01:00:00,1,135,55.21871356061031,17.487080962675865,0,1,27.0,9.487080962675865
22,2025-01-01 01:00:00,2,294,54.85842360750871,21.07344153798229,0,3,147.0,13.07344153798229
23,2025-01-01 01:00:00,3,79,55.33121035675473,11.48690042010548,0,3,19.75,3.4869004201054796
24,2025-01-01 01:00:00,4,266,32.72013899887455,7.201038490553535,0,3,133.0,0.0
25,2025-01-01 01:00:00,5,239,20.020815079812632,12.05137712668338,0,3,119.5,4.051377126683381
26,2025-01-01 01:00:00,6,247,40.42989210310263,13.34822006297558,0,2,41.166666666666664,5.34822006297558
27,2025-01-01 01:00:00,7,100,30.776493351940857,9.882510444955484,0,3,25.0,1.882510444955484
28,2025-01-01 01:00:00,8,209,40.75162486973464,19.060379177903556,0,2,34.833333333333336,11.060379177903556
29,2025-01-01 01:00:00,9,290,30.156616557373788,9.937521256772024,0,3,58.0,1.9375212567720244
30,2025-01-01 01:00:00,10,180,32.03513239267079,10.696809887549353,0,1,90.0,2.696809887549353
31,2025-01-01 01:00:00,11,162,59.064598233306114,13.220740266364626,0,1,40.5,5.220740266364626
32,2025-01-01 01:00:00,12,273,56.33063543866615,9.791237813339448,0,3,68.25,1.791237813339448
33,2025-01-01 01:00:00,13,221,37.911326582923664,16.05786178142656,0,2,110.5,8.05786178142656
34,2025-01-01 01:00:00,14,232,50.4647846131487,9.752750879847994,0,1,38.666666666666664,1.7527508798479943
35,2025-01-01 01:00:00,15,73,38.812025377841536,24.66846281789686,0,1,12.166666666666666,16.66846281789686
36,2025-01-01 01:00:00,16,289,51.93380499938205,8.014350879308589,0,2,96.33333333333333,0.014350879308588915
37,2025-01-01 01:00:00,17,257,21.631005662190557,16.817858863764837,0,2,85.66666666666667,8.817858863764837
38,2025-01-01 01:00:00,18,196,48.44598129752072,21.190020922794307,0,3,39.2,13.190020922794307
39,2025-01-01 01:00:00,19,248,26.97465716019966,18.81875476204932,0,2,82.66666666666667,10.81875476204932
40,2025-01-01 01:00:00,20,131,53.50840423629312,18.513802340785617,0,1,43.666666666666664,10.513802340785617
41,2025-01-01 02:00:00,1,227,56.98774473114251,22.54678706761962,0,1,45.4,14.546787067619618
42,2025-01-01 02:00:00,2,193,52.688888008048636,16.10401623198925,0,2,96.5,8.104016231989249
43,2025-01-01 02:00:00,3,51,59.85014799031697,24.308387025775872,0,3,12.75,16.308387025775872
44,2025-01-01 02:00:00,4,209,45.32405829093072,11.780595820974014,0,3,104.5,3.780595820974014
45,2025-01-01 02:00:00,5,97,53.866445689532235,22.126485837561848,0,2,48.5,14.126485837561848
46,2025-01-01 02:00:00,6,210,45.68126584617151,6.682799299900976,0,3,35.0,0.0
47,2025-01-01 02:00:00,7,215,46.759530188569144,16.613732428729094,0,3,53.75,8.613732428729094
48,2025-01-01 02:00:00,8,266,46.54007076432223,5.101231676924374,0,2,44.333333333333336,0.0
49,2025-01-01 02:00:00,9,131,39.42455014344907,13.968482859724947,1,2,26.2,5.968482859724947
50,2025-01-01 02:00:00,10,117,29.489963499872005,11.507993963185355,0,3,58.5,3.5079939631853545
51,2025-01-01 02:00:00,11,177,49.76682092226249,19.418798485042586,0,1,44.25,11.418798485042586
52,2025-01-01 02:00:00,12,225,23.7469907131237,12.35431606118867,0,3,56.25,4.354316061188671
53,2025-01-01 02:00:00,13,287,43.594833902421755,24.57785716550018,0,2,143.5,16.57785716550018
54,2025-01-01 02:00:00,14,57,45.245545039890516,20.896226070832967,0,3,9.5,12.896226070832967
55,2025-01-01 02:00:00,15,77,46.75696238652399,22.28335130143806,0,1,12.833333333333334,14.28335130143806
56,2025-01-01 02:00:00,16,97,31.23089449763423,5.486319328629077,0,2,32.333333333333336,0.0
57,2025-01-01 02:00:00,17,66,59.78202043189364,14.39889027981886,0,1,22.0,6.398890279818859
58,2025-01-01 02:00:00,18,55,34.806348010217775,5.309132330577349,1,1,11.0,0.0
59,2025-01-01 02:00:00,19,230,42.89169876683353,24.606631674320912,0,3,76.66666666666667,16.606631674320912
60,2025-01-01 02:00:00,20,262,27.636441246013842,10.369497137803137,0,3,87.33333333333333,2.369497137803137
61,2025-01-01 03:00:00,1,67,42.27205049833401,23.72309548321562,0,2,13.4,15.72309548321562
62,2025-01-01 03:00:00,2,153,22.816645233981756,9.178374352307204,0,1,76.5,1.1783743523072037
63,2025-01-01 03:00:00,3,200,25.60336060946096,15.366593047274735,1,3,50.0,7.366593047274735
64,2025-01-01 03:00:00,4,210,25.464853257681153,19.17821993820237,0,3,105.0,11.178219938202371
65,2025-01-01 03:00:00,5,219,52.374446219140545,21.202267893583617,1,1,109.5,13.202267893583617
66,2025-01-01 03:00:00,6,299,20.20739451095947,17.55788829897272,0,3,49.833333333333336,9.55788829897272
67,2025-01-01 03:00:00,7,57,48.07867509030814,20.91585338872202,1,1,14.25,12.91585338872202
68,2025-01-01 03:00:00,8,141,43.15459582030235,13.76948246036174,0,1,23.5,5.76948246036174
69,2025-01-01 03:00:00,9,100,38.623920725298404,15.852892694151532,0,3,20.0,7.852892694151532
70,2025-01-01 03:00:00,10,107,54.41618473246701,10.00502721031728,0,2,53.5,2.00502721031728
71,2025-01-01 03:00:00,11,64,34.40762565645052,7.541210253037695,0,2,16.0,0.0
72,2025-01-01 03:00:00,12,102,30.861716632789676,24.305036607815396,0,2,25.5,16.305036607815396
73,2025-01-01 03:00:00,13,55,22.06726884674431,15.62709263136296,0,2,27.5,7.6270926313629595
74,2025-01-01 03:00:00,14,104,25.534123696712054,7.654908444859396,1,1,17.333333333333332,0.0
75,2025-01-01 03:00:00,15,196,51.80744779074814,10.416645025241484,0,1,32.666666666666664,2.4166450252414844
76,2025-01-01 03:00:00,16,232,30.03442109386645,8.6866734866274,0,2,77.33333333333333,0.6866734866274005
77,2025-01-01 03:00:00,17,176,47.83896824374792,13.179058888285397,0,1,58.666666666666664,5.179058888285397
78,2025-01-01 03:00:00,18,50,37.69408918924418,9.795747183148064,0,1,10.0,1.7957471831480643
79,2025-01-01 03:00:00,19,138,46.40789506870925,10.598677938918858,1,1,46.0,2.5986779389188577
80,2025-01-01 03:00:00,20,240,37.426915947115646,19.60078633123637,0,3,80.0,11.600786331236371
81,2025-01-01 04:00:00,1,203,34.238907146050465,20.15692220928738,0,3,40.6,12.15692220928738
82,2025-01-01 04:00:00,2,255,23.671962632537674,6.883139765371203,0,1,127.5,0.0
83,2025-01-01 04:00:00,3,239,48.146314375200944,14.483476581746505,0,2,59.75,6.483476581746505
84,2025-01-01 04:00:00,4,225,52.27651908203118,11.926086421788016,0,3,112.5,3.926086421788016
85,2025-01-01 04:00:00,5,150,35.94018937589494,17.31700196104433,0,2,75.0,9.31700196104433
86,2025-01-01 04:00:00,6,83,30.43574493366856,5.306090805807695,1,1,13.833333333333334,0.0
87,2025-01-01 04:00:00,7,297,46.347745264757805,8.258688541628594,0,2,74.25,0.2586885416285938
88,2025-01-01 04:00:00,8,296,57.77006388500669,22.343978671100075,0,3,49.333333333333336,14.343978671100075
89,2025-01-01 04:00:00,9,133,43.01896711503516,12.763398524130437,0,2,26.6,4.763398524130437
90,2025-01-01 04:00:00,10,210,52.44816706944012,21.41278951487911,0,1,105.0,13.412789514879108
91,2025-01-01 04:00:00,11,114,58.44762255295657,23.107012839121275,0,1,28.5,15.107012839121275
92,2025-01-01 04:00:00,12,190,28.583564788334964,12.545181664559518,0,3,47.5,4.545181664559518
93,2025-01-01 04:00:00,13,291,47.320270936654275,6.423772969204579,0,2,145.5,0.0
94,2025-01-01 04:00:00,14,203,47.26454675891159,11.812491389284801,0,2,33.833333333333336,3.8124913892848014
95,2025-01-01 04:00:00,15,184,24.72659310486625,18.934743307283014,0,2,30.666666666666668,10.934743307283014
96,2025-01-01 04:00:00,16,206,21.567453067025852,13.358920634311575,1,3,68.66666666666667,5.358920634311575
97,2025-01-01 04:00:00,17,150,50.024590065634335,21.13669478534528,1,1,50.0,13.13669478534528
98,2025-01-01 04:00:00,18,259,30.000657968644187,16.610880246878196,1,3,51.8,8.610880246878196
99,2025-01-01 04:00:00,19,61,37.15976109500073,20.017421355829946,0,3,20.333333333333332,12.017421355829946
100,2025-01-01 04:00:00,20,154,35.10915544705179,15.686549470611268,0,1,51.333333333333336,7.6865494706112685
101,2025-01-01 05:00:00,1,266,32.80198404122447,22.91046456992401,0,1,53.2,14.91046456992401
102,2025-01-01 05:00:00,2,189,58.341659875327935,21.942862881911797,0,2,94.5,13.942862881911797
103,2025-01-01 05:00:00,3,77,58.0024786820322,24.012142938751122,0,1,19.25,16.012142938751122
104,2025-01-01 05:00:00,4,160,23.331376447810385,6.834082945169621,0,1,80.0,0.0
105,2025-01-01 05:00:00,5,229,46.900738243081534,20.0474905887536,0,2,114.5,12.0474905887536
106,2025-01-01 05:00:00,6,106,24.53858408069792,23.618582113745852,2,3,17.666666666666668,15.618582113745852
107,2025-01-01 05:00:00,7,212,55.50816731033199,12.018300251041573,0,1,53.0,4.018300251041573
108,2025-01-01 05:00:00,8,125,47.52120040700156,21.739277484747475,1,3,20.833333333333332,13.739277484747475
109,2025-01-01 05:00:00,9,223,48.0387652583648,6.4552601272838706,1,3,44.6,0.0
110,2025-01-01 05:00:00,10,54,40.533046747695714,9.664561448490556,0,3,27.0,1.6645614484905558
111,2025-01-01 05:00:00,11,158,34.825685882675636,21.25599134515005,2,2,39.5,13.25599134515005
112,2025-01-01 05:00:00,12,119,48.327247823327994,14.633339759282308,0,2,29.75,6.633339759282308
113,2025-01-01 05:00:00,13,216,36.96888036987905,23.12708770189472,0,3,108.0,15.12708770189472
114,2025-01-01 05:00:00,14,244,30.147286954925548,13.104041735628343,0,2,40.666666666666664,5.104041735628343
115,2025-01-01 05:00:00,15,197,24.752716650722878,7.350524935542097,0,2,32.833333333333336,0.0
116,2025-01-01 05:00:00,16,50,47.241577083876365,9.750129425849398,0,1,16.666666666666668,1.7501294258493978
117,2025-01-01 05:00:00,17,162,23.31565286773417,15.567402425944184,0,2,54.0,7.567402425944184
118,2025-01-01 05:00:00,18,107,20.486178987592652,24.39757653415278,0,3,21.4,16.39757653415278
119,2025-01-01 05:00:00,19,198,21.73603133192691,23.49286660447192,1,3,66.0,15.49286660447192
120,2025-01-01 05:00:00,20,196,58.77210142476396,15.461956883402976,0,3,65.33333333333333,7.461956883402976
121,2025-01-01 06:00:00,1,63,31.779757873577196,24.916627500587413,0,1,12.6,16.916627500587413
122,2025-01-01 06:00:00,2,52,56.04632041963956,5.908927606829158,0,3,26.0,0.0
123,2025-01-01 06:00:00,3,273,22.314555910308297,12.890435972162598,0,3,68.25,4.890435972162598
124,2025-01-01 06:00:00,4,166,31.095247319245306,8.762423194475225,0,3,83.0,0.7624231944752253
125,2025-01-01 06:00:00,5,235,29.175789828197985,10.31875849928478,0,2,117.5,2.3187584992847796
126,2025-01-01 06:00:00,6,277,59.44842977918412,18.963234280394904,0,1,46.166666666666664,10.963234280394904
127,2025-01-01 06:00:00,7,210,36.44826883488745,17.05563764046597,0,1,52.5,9.05563764046597
128,2025-01-01 06:00:00,8,190,56.4370873797537,21.45074485846338,1,2,31.666666666666668,13.45074485846338
129,2025-01-01 06:00:00,9,96,56.76706207342238,6.654968400706123,1,1,19.2,0.0
130,2025-01-01 06:00:00,10,54,21.05467897989008,12.529267337560992,0,1,27.0,4.5292673375609915
131,2025-01-01 06:00:00,11,273,59.41144202662017,12.534779398758815,0,2,68.25,4.534779398758815
132,2025-01-01 06:00:00,12,266,58.79657591258413,21.842378462714173,1,1,66.5,13.842378462714173
133,2025-01-01 06:00:00,13,148,25.35408475202533,5.273439296539946,0,2,74.0,0.0
134,2025-01-01 06:00:00,14,269,52.516040365203104,24.99435346572261,1,2,44.833333333333336,16.99435346572261
135,2025-01-01 06:00:00,15,278,49.04483376287392,20.141624040849116,0,3,46.333333333333336,12.141624040849116
136,2025-01-01 06:00:00,16,134,38.02176541240374,7.5831883030299,1,1,44.666666666666664,0.0
137,2025-01-01 06:00:00,17,239,55.12882669916769,20.139982643444576,0,3,79.66666666666667,12.139982643444576
138,2025-01-01 06:00:00,18,144,24.54230368798516,18.431463911855992,0,1,28.8,10.431463911855992
139,2025-01-01 06:00:00,19,167,53.25485960250005,11.155544795420989,0,3,55.666666666666664,3.1555447954209885
140,2025-01-01 06:00:00,20,285,42.437518861415455,22.5330720531669,0,2,95.0,14.5330720531669
141,2025-01-01 07:00:00,1,161,39.201838680739,13.410715573301502,0,3,32.2,5.410715573301502
142,2025-01-01 07:00:00,2,191,48.16319072396894,9.259283230178214,0,1,95.5,1.2592832301782142
143,2025-01-01 07:00:00,3,275,34.023502352263876,16.79835373709266,0,2,68.75,8.798353737092661
144,2025-01-01 07:00:00,4,140,23.640083642053213,19.527940653004563,0,3,70.0,11.527940653004563
145,2025-01-01 07:00:00,5,274,51.34612050964572,12.930855646425403,0,2,137.0,4.930855646425403
146,2025-01-01 07:00:00,6,100,47.90567485973853,20.929435513477546,0,3,16.666666666666668,12.929435513477546
147,2025-01-01 07:00:00,7,194,39.68465172318153,10.164887765979167,0,2,48.5,2.1648877659791665
148,2025-01-01 07:00:00,8,83,44.83222737688365,11.948268164508285,0,1,13.833333333333334,3.948268164508285
149,2025-01-01 07:00:00,9,92,29.605824751127724,6.517266562173278,0,1,18.4,0.0
150,2025-01-01 07:00:00,10,232,43.39064423796614,13.006009778205627,0,3,116.0,5.006009778205627
151,2025-01-01 07:00:00,11,181,27.275203375965795,11.913345666477264,1,2,45.25,3.913345666477264
152,2025-01-01 07:00:00,12,142,58.924413970804174,17.038707910819205,0,3,35.5,9.038707910819205
153,2025-01-01 07:00:00,13,70,26.757402522886583,10.571806780639172,0,3,35.0,2.5718067806391716
154,2025-01-01 07:00:00,14,198,41.948612368296345,15.68847007465046,0,2,33.0,7.688470074650461
155,2025-01-01 07:00:00,15,95,34.57079444192302,15.068345417097138,0,1,15.833333333333334,7.068345417097138
156,2025-01-01 07:00:00,16,122,23.691623449149844,14.622907881125863,0,1,40.666666666666664,6.6229078811258635
157,2025-01-01 07:00:00,17,105,54.94314496427109,23.417448010636264,0,3,35.0,15.417448010636264
158,2025-01-01 07:00:00,18,75,54.73204428142347,6.690340153613638,0,1,15.0,0.0
159,2025-01-01 07:00:00,19,229,28.373972933468412,12.40944205582764,0,2,76.33333333333333,4.40944205582764
160,2025-01-01 07:00:00,20,267,50.39821635750343,15.625315079470681,0,2,89.0,7.625315079470681
161,2025-01-01 08:00:00,1,203,21.467328115623914,10.048738886880415,0,1,40.6,2.0487388868804146
162,2025-01-01 08:00:00,2,160,53.77762690534515,19.99232464017175,0,1,80.0,11.992324640171748
163,2025-01-01 08:00:00,3,67,37.89649467293819,15.652345329100463,0,1,16.75,7.652345329100463
164,2025-01-01 08:00:00,4,266,49.49620824375276,8.645677569519162,0,2,133.0,0.6456775695191617
165,2025-01-01 08:00:00,5,66,28.457920279861785,11.549947043558292,0,1,33.0,3.5499470435582925
166,2025-01-01 08:00:00,6,194,33.71707457113041,14.479398828611123,0,2,32.333333333333336,6.479398828611123
167,2025-01-01 08:00:00,7,282,39.93768795716229,6.738405761748474,0,1,70.5,0.0
168,2025-01-01 08:00:00,8,83,42.3096906380175,16.73070869321518,0,3,13.833333333333334,8.730708693215181
169,2025-01-01 08:00:00,9,91,31.351036231948978,12.261645927972701,0,1,18.2,4.261645927972701
170,2025-01-01 08:00:00,10,275,29.774126218586183,14.964953956978803,0,2,137.5,6.964953956978803
171,2025-01-01 08:00:00,11,170,29.48907166943978,7.035649452408075,0,2,42.5,0.0
172,2025-01-01 08:00:00,12,296,39.51239203234952,22.016350356722924,0,3,74.0,14.016350356722924
